date,language,type,title,by,overall,quality,repeatability
2022-02-01,Telugu,movie,Oh Baby,Samantha,4.0,4.0,2
2022-02-01,Hindi,movie,Badhaai Ho,Ayushmann Khurana,3.0,3.0,1
2022-01-31,Tamil,movie,Manaadu,"Silambarasan, SJ Suryah",4.0,4.0,1
2022-01-30,Hindi,TV series,Scam 1992,Unknown,4.0,4.0,1
2022-01-29,Hindi,movie,Gangs of Wasseypur 2,"Nawazuddin Siddique, Huma Qureshi",4.0,4.0,1
2022-01-28,Hindi,movie,Gangs of Wasseypur 1,"Anurag Kashyap, Manoj Bajpai",3.0,3.0,1
2022-01-27,English,movie,Just Mercy,"Michael B Jordan, Jamie Foxx",3.0,4.0,1
2022-01-27,Hindi,movie,420 IPC,"Vinay Pathak, Ranveer Shorey",3.0,3.0,1
2022-01-26,Hindi,movie,Kesari,Akshay Kumar,3.0,4.0,1
2022-01-26,English,movie,Project Power,"Jamie Foxx, Joseph Gordon-Levitt",3.0,3.0,1
2022-01-26,English,movie,Django Unchained,Jamie Foxx,3.0,4.0,1
2022-01-24,Hindi,movie,Panchayat,Unknown,3.0,3.0,1
2022-01-23,Hindi,movie,Manorama: Six Feet Under,"Abhay Deol, Raima Sen, Kulbhushan Kharbanda",3.0,4.0,1
2022-01-22,Telugu,movie,Shyam Singha Roy,"Nani, Sai Pallavi",3.0,3.0,1
2022-01-21,Tamil,movie,Thuparivalan,"Mysskin, Vishal, Prasanna",3.0,4.0,1
2022-01-15,English,movie,Catch Me If You Can,"Steven Spielberg, Tom Hanks, Leonardo DiCaprio",4.0,4.0,2
2022-01-14,English,movie,Eternals,"Angelina Jolie, Gemma Chan",3.0,3.0,2
2022-01-02,Hindi,movie,Atrangi Re,"Dhanush, Sara Ali Khan, Akshay Khanna",4.0,4.0,2
2021-12-28,Telugu,movie,Bheeshma,"Nitin, Rashmika",2.0,3.0,1
2021-12-27,English,movie,Mercury Rising,Bruce Willis,3.0,3.0,1
2021-12-26,English,movie,Hunter Killer,Gerard Butler,3.0,4.0,1
2021-12-25,English,movie,After the Sunset,"Pierce Brosnan, Woody Harrelson, Salma Hayek",3.0,3.0,1
2021-12-24,English,movie,Escape Plan 3: The Extractors,Sylvestor Stallone,2.0,3.0,1
2021-12-24,English,movie,Escape Plan 2: Hades,Sylvestor Stallone,3.0,3.0,2
2021-12-23,English,movie,Street Kings,"Keanu Reeves, Forest Whitaker",3.0,3.0,1
2021-12-23,English,movie,Cold Pursuit,Liam Neeson,3.0,3.0,1
2021-12-22,English,movie,The Hitman's Bodyguard,"Ryan Reynolds, Samuel L Jackson",3.0,3.0,1
2021-12-21,Hindi,movie,Ek Ladki Ko Dekha To Aisa Laga,"Anil Kapoor, Rajkummar Rao, Sonam Kapoor",3.0,4.0,1
2021-12-21,Hindi,movie,Khoobsurat,"Fawad Khan, Sonam Kapoor",3.0,3.0,2
2021-12-20,Tamil,movie,Asuraguru,"Vikram Prabhu, Mahima Nambiar",2.0,3.0,1
2021-12-19,Telugu,movie,Ala Vaikunthapurramuloo,"Allu Arjun, Murali Sharma",4.0,4.0,2
2021-12-16,English,movie,Man on a Ledge,"Sam Worthington, Elizabeth Banks",3.0,3.0,1
2021-12-16,English,movie,The Spy Next Door,Jackie Chan,3.0,3.0,1
2021-12-16,Hindi,movie,Gori Tere Gaon Mein,"Imran Khan, Kareena Kapoor",3.0,3.0,2
2021-12-14,Hindi,movie,Sooryavanshi,Akshay Kumar,2.0,3.0,1
2021-12-03,Tamil,movie,Shaitan,Vijay Antony,3.0,3.0,1
2021-12-02,Tamil,movie,Velaikkaran,"Sivakarthikeyan, Fahadh Faasil",3.0,4.0,2
2021-12-01,Hindi,movie,Hum Do Hamare Do,"Rakjummar Rao, Kriti Sanon",3.0,3.0,1
2021-11-28,English,movie,Acts of Vengeance,Antonio Banderas,3.0,3.0,1
2021-11-27,Telugu,movie,Republic,Sai Dharam Tej,2.0,3.0,1
2021-11-27,Tamil,movie,Annaathe,Rajnikanth,2.0,1.0,1
2021-11-24,Hindi,movie,Pad Man,Akshay Kumar,4.0,4.0,1
2021-11-24,Tamil,movie,Doctor,Sivakarthikeyan,3.0,3.0,2
2021-11-22,Hindi,movie,The Lunchbox,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui",3.0,4.0,1
2021-11-20,English,movie,The Incredibles 2,Unknown,3.0,4.0,2
2021-11-15,English,movie,Shang-Chi and The Legend of the Ten Rings,Unknown,3.0,3.0,1
2021-11-11,English,movie,The Courier,Benedict Cumberbatch,3.0,4.0,1
2021-11-11,English,movie,No Time To Die,Daniel Craig,2.0,3.0,1
2021-11-10,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5.0,4.0,3
2021-11-08,Tamil,movie,Jai Bhim,Surya,3.0,4.0,1
2021-11-08,Tamil,movie,Vinodhaya Sitham,"Samuthrakani, Thambi Ramaiah",3.0,4.0,1
2021-11-07,English,movie,Zack Snyder's Justice League,Unknown,3.0,3.0,1
2021-11-06,Telugu,movie,Love Story,"Shekar Kammula, Naga Chaitanya, Sai Pallavi",3.0,4.0,1
2021-11-05,English,movie,The Old Guard,Charlize Theron,3.0,3.0,1
2021-11-05,English,movie,American Assassin,"Dylan O'Brien, Michael Keaton",2.0,2.0,1
2021-10-30,Hindi,movie,Shaadi Mein Zaroor Aana,"Rajkummar Rao, Kriti Kharbanda",3.0,3.0,2
2021-10-28,Hindi,movie,Shershaah,"Sidharth Malhotra, Kiara Advani",3.0,3.0,1
2021-10-27,Tamil,movie,Kodiyil Oruthan,Vijay Antony,3.0,3.0,1
2021-10-25,Telugu,movie,Tuck Jagadish,"Nani, Jagapathi Babu",3.0,3.0,1
2021-10-25,Tamil,movie,Kalathil Santhippom,"Jeeva, Arulnithi",3.0,3.0,1
2021-10-23,Telugu,movie,Krack,"Ravi Teja, Samuthirakani",2.0,2.0,1
2021-10-18,English,TV series,Flash: Season 1,Unknown,3.0,3.0,1
2021-10-12,Hindi,TV series,The Family Man: Season 1,"Manoj Bajpai, Priyamani",3.0,4.0,1
2021-10-10,English,movie,Pitch Perfect,Anna Kendrick,3.0,3.0,1
2021-10-10,English,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,5.0,4.0,3
2021-10-07,English,movie,The Accountant,Ben Affleck,3.0,4.0,1
2021-10-02,Telugu,movie,HIT: The First Case,Vishwak Sen,2.0,3.0,1
2021-10-01,Hindi,TV series,The Family Man: Season 1,"Manoj Bajpai, Priyamani",3.0,4.0,1
2021-09-26,English,movie,Edge of Darkness,Mel Gibson,3.0,3.0,1
2021-09-24,English,movie,Edge of Tomorrow,"Tom Cruise, Emily Blunt",5.0,4.0,3
2021-09-23,Hindi,movie,Joker,Akshay Kumar,2.0,3.0,1
2021-09-19,Hindi,movie,Bell Bottom,Akshay Kumar,3.0,4.0,1
2021-09-12,English,movie,Soul,"Jamie Foxx, Tina Fey",4.0,4.0,1
2021-09-12,Tamil,movie,Tughlaq Durbar,"Vijay Sethupathi, Parthiban",3.0,4.0,1
2021-08-31,Hindi,short,Kahanibaaz,Ashish Vidyarthi,2.0,2.0,1
2021-08-31,Hindi,short,Kaidi,"Pankaj Kriplani, Rituraj Singh",2.0,3.0,1
2021-08-31,Hindi,short,Sniper,Unknown,2.0,2.0,1
2021-08-30,Hindi,short,Ouch,"Neeraj Pandey, Manoj Bajpayee",3.0,3.0,1
2021-08-29,Hindi,movie,Hungama 2,Priyadarshan,3.0,3.0,2
2021-08-10,English,TV series,Arrow: Season 2,Unknown,3.0,4.0,1
2021-08-01,English,TV series,Arrow: Season 1,Unknown,3.0,3.0,1
2021-07-21,English,TV series,Shooter: Season 3,Ryan Phillippe,3.0,3.0,1
2021-07-19,English,TV series,Shooter: Season 2,Ryan Phillippe,3.0,3.0,1
2021-07-17,English,TV series,Shooter: Season 1,Ryan Phillippe,3.0,3.0,1
2021-07-15,English,movie,Fantastic Four,"Miles Teller, Kate Mara",2.0,2.0,1
2021-07-13,English,movie,Death Race,Jason Statham,2.0,2.0,1
2021-07-09,English,movie,Angel Has Fallen,"Gerard Butler, Morgan Freeman",3.0,3.0,1
2021-07-09,English,movie,The Tomorrow War,Chris Pratt,2.0,2.0,1
2021-07-08,Tamil,movie,India Pakistan,Vijay Antony,3.0,3.0,1
2021-07-06,Telugu,movie,Rang De,"Nithin, Keerthy Suresh",3.0,3.0,1
2021-06-28,English,movie,The Good Liar,"Ian McKellan, Helen Mirrim",3.0,4.0,1
2021-06-23,Telugu,movie,Ek Mini Katha,"Santosh Shobhan, Kavya Thapar",3.0,4.0,1
2021-06-22,Tamil,movie,Eeswaran,"Suseenthiran, Silambarasan",3.0,3.0,1
2021-06-18,Tamil,movie,Jagame Thandhiram,"Dhanush, Karthik Subbaraj",3.0,4.0,1
2021-06-14,Telugu,movie,Gautham Nanda,Gopichand,2.0,3.0,1
2021-06-12,Tamil,movie,Walter,Shibiraj,3.0,3.0,1
2021-06-08,Telugu,movie,Shivam,"Ram, Rashi Khanna",2.0,3.0,1
2021-06-03,Telugu,movie,Panthem,"Gopichand, Mehreen Pirzada",2.0,2.0,1
2021-06-01,English,fiction,The Burning White,Brent Weeks,4.0,4.0,1
2021-05-28,English,fiction,The Broken Eye,Brent Weeks,3.0,3.0,1
2021-05-27,Tamil,movie,Silukkuvarpatti Singam,"Vishnu Vishal, Regina Cassandra",2.0,3.0,1
2021-05-24,Telugu,movie,Brochevaruevarura,"Sree Vishnu, Nivetha Pethuraj, Nivetha Thomas",3.0,4.0,1
2021-05-24,English,movie,Alita: Battle Angel,"Robert Rodriguez, Rosa Salazar",4.0,4.0,1
2021-05-22,Telugu,movie,Aravinda Sametha Veera Raghava,"Jr NTR, Pooja Hegde",4.0,4.0,2
2021-05-22,English,movie,The Rise of Skywalker,"J J Abrams, Daisy Ridley",3.0,3.0,1
2021-05-21,English,movie,S.W.A.T,"Samuel L Jackson, Colin Farrell",2.0,3.0,1
2021-05-18,Hindi,movie,Bala,"Ayushmann Khurrana, Yami Gautam, Bhumi Pednekar",3.0,4.0,1
2021-05-17,English,movie,Wonder Woman 1984,"Gil Gadot, Chris Pine",3.0,3.0,1
2021-05-16,English,TV series,Shadow and Bone,Leigh Bardugo,3.0,3.0,1
2021-05-11,Tamil,movie,Nenjathai Killathe,"Suhasini, Mohan, Pratap",3.0,4.0,1
2021-05-08,Telugu,movie,Alludu Adhurs,"Bellamkonda Sreenivas, Nabha Natesh, Anu Emmanuel",2.0,2.0,1
2021-05-07,Telugu,movie,Disco Raja,Ravi Teja,2.0,3.0,1
2021-05-06,Telugu,movie,Chinnadana Nee Kosam,Nithin,2.0,2.0,1
2021-05-04,Tamil,movie,Eeti,"Atharva, SriDivya",3.0,3.0,1
2021-04-11,English,movie,Tenet,Christopher Nolan,4.0,5.0,1
2021-03-26,English,movie,Soul,"Jamie Foxx, Tina Fey",4.0,4.0,1
2021-03-26,Hindi,movie,Class of '83,Bobby Deol,3.0,3.0,1
2021-03-22,Telugu,movie,Pandaga Chesko,"Ram, Rakul Preet Singh",2.0,2.0,1
2021-03-19,Tamil,movie,Master,"Vijay, Vijay Sethupathi",3.0,3.0,2
2021-03-15,Tamil,movie,Sigaram Thodu,"Vikram Prabhu, Sathyaraj",3.0,3.0,1
2021-03-13,Malayalam,movie,Memories,"Prithviraj, Jeetu Joseph",3.0,3.0,1
2021-03-12,Malayalam,movie,Drishyam 2,"Mohanlal, Meena, Jeetu Joseph",4.0,4.0,2
2021-03-11,Hindi,movie,Meri Brother Ki Dulhan,"Imran Khan, Katrina Kaif",2.0,2.0,2
2021-03-09,Hindi,movie,Shimla Mirchi,"Rajkummar Rao, Rakul Preet Singh, Hema Malini",3.0,4.0,2
2021-03-07,Hindi,movie,Shaandar,"Shahid Kapoor, Alia Bhat",2.0,3.0,1
2021-03-07,English,movie,The Double,Richard Gere,2.0,3.0,1
2021-03-06,English,movie,Miracle on 34th Street,Richard Attenborough,3.0,3.0,3
2021-03-06,Tamil,movie,Kaadhale Kaadhale,"Ram Pothineni, Keerthi Suresh",3.0,3.0,2
2021-03-05,English,movie,Avengers: Endgame,Unknown,4.0,4.0,2
2021-03-03,English,movie,Avengers: Infinity War,Unknown,4.0,4.0,2
2021-02-28,English,movie,Captain America: The First Avenger,Chris Evans,3.0,4.0,1
2021-02-27,English,movie,Kindergarten Cop,Arnold Schwarzenegger,3.0,3.0,2
2021-02-23,Telugu,movie,Darshakudu,"Ashok Bandreddi, Eesha Rebba",3.0,3.0,1
2021-02-20,Telugu,movie,Special,"Krishna Chaitanya, Ajay",3.0,3.0,1
2021-02-18,Tamil,movie,Sarkar,Vijay,2.0,3.0,1
2021-02-12,English,movie,Sabotage,Arnold Schwarzenegger,2.0,3.0,1
2021-02-09,English,movie,Wild Card,Jason Statham,2.0,2.0,1
2021-02-07,English,movie,Hitman: Agent 47,Rupert Friend,2.0,3.0,1
2021-02-07,English,movie,Deadpool 2,Unknown,2.0,3.0,1
2021-02-04,English,movie,X-Men: Apocalypse,"James McAvoy, Jennifer Lawrence",3.0,4.0,1
2021-02-02,English,movie,Ant-Man and the Wasp,"Paul Rudd, Michael Douglas",3.0,4.0,1
2021-02-01,Tamil,movie,Dev,"Karthi, Rakul Preet Singh",3.0,4.0,1
2021-01-29,Tamil,movie,Poojai,Vishal,3.0,3.0,2
2021-01-27,Tamil,movie,Annadurai,Vijay Antony,3.0,3.0,1
2021-01-27,Tamil,movie,Pokkiri,"Vijay, Asin",4.0,4.0,2
2021-01-21,Tamil,movie,Shaguni,"Karthi, Santhanam",3.0,3.0,1
2020-12-15,Tamil,movie,Magamuni,Arya,3.0,4.0,1
2020-12-13,Tamil,movie,Bigil,"Vijay, Nayantara",3.0,3.0,1
2020-12-13,English,fiction,Spider-Man: Ends of the Earth,Unknown,3.0,3.0,1
2020-12-13,English,non-fiction,How to Fail at Almost Everything and Still Win Big,Scott Adams,3.0,4.0,1
2020-12-11,Tamil,movie,Yaman,Vijay Antony,3.0,3.0,1
2020-12-10,Tamil,movie,Salim,Vijay Antony,3.0,4.0,1
2020-12-09,Tamil,movie,Naan,Vijay Antony,3.0,3.0,1
2020-11-26,Tamil,movie,Thadam,Arun Vijay,3.0,4.0,1
2020-11-25,Tamil,movie,Singam Puli,Jeeva,2.0,3.0,1
2020-11-24,Tamil,movie,Mr Local,"Sivakarthikeyan, Nayantara",2.0,2.0,1
2020-11-18,Tamil,movie,Namma Veettu Pillai,"Sivakarthikeyan, Aishwarya Rajesh",3.0,3.0,2
2020-11-12,Hindi,movie,Shimla Mirchi,"Rajkummar Rao, Rakul Preet Singh, Hema Malini",3.0,4.0,2
2020-09-11,English,fiction,Alcatraz vs the Evil Librarians,Unknown,3.0,3.0,1
2020-08-10,English,movie,Justice League,Unknown,3.0,3.0,1
2020-08-08,English,movie,Batman vs Superman: Dawn of Justice,Unknown,3.0,3.0,2
2020-05-21,Telugu,movie,Prati Roju Pandage,"Sai Dharam Tej, Rashi Khanna, Sathyaraj",2.0,2.0,1
2020-05-20,English,movie,Killer Elite,"Jason Statham, Robert Deniro, Clive Owen",2.0,2.0,1
2020-05-18,English,TV series,Jack Ryan: Season 2,John Krasinski,3.0,3.0,1
2020-05-15,English,TV series,Jack Ryan: Season 1,John Krasinski,3.0,3.0,1
2020-05-12,English,fiction,Beyond the Shadows,Brent Weeks,2.0,2.0,1
2020-05-08,English,fiction,Shadow's Edge,Brent Weeks,2.0,3.0,1
2020-05-04,English,fiction,The Way of Shadows,Brent Weeks,3.0,3.0,2
2020-05-02,Hindi,movie,Parmanu,John Abraham,3.0,4.0,1
2020-04-28,Telugu,movie,Krishnarjuna Yuddham,Nani,2.0,2.0,1
2020-04-27,Telugu,movie,W/o Ram,Lakshmi Manchu,3.0,4.0,1
2020-04-26,English,fiction,Lies of the Beholder,Brandon Sanderson,3.0,3.0,1
2020-04-26,English,fiction,Skin Deep,Brandon Sanderson,3.0,3.0,1
2020-04-25,Telugu,movie,Bheeshma,"Nitin, Rashmika",2.0,3.0,1
2020-04-25,English,fiction,Legion,Brandon Sanderson,4.0,4.0,1
2020-04-19,English,non-fiction,The 4 Disciplines of Execution,"Chris McChesney, Sean Covey, Jim Huling",3.0,4.0,1
2020-04-18,English,movie,The Knight Before Christmas,Vanessa Hudgens,3.0,3.0,1
2020-04-17,Telugu,movie,Manmadhudu 2,"Nagarjuna, Rakul Preet Singh",3.0,3.0,2
2020-04-09,Hindi,movie,Nauker,"Sanjeev Kumar, Jaya Badhuri",3.0,3.0,2
2020-04-04,English,movie,Captain America: First Avenger,"Chris Evans, Tommy Lee Jones",3.0,3.0,1
2020-03-31,English,fiction,Batman: The Killing Joke,Alan Moore,3.0,3.0,1
2020-03-30,English,fiction,World War Hulk,Greg Pak,3.0,3.0,1
2020-03-25,English,non-fiction,Sprint,Jake Knapp,4.0,4.0,2
2020-03-20,Hindi,movie,Game,"Abhishek Bachchan, Kangana Ranaut",3.0,4.0,1
2020-03-15,Telugu,movie,Babu Bangaram,"Venkatesh, Nayantara",2.0,2.0,1
2020-03-13,Hindi,movie,The Body,Jeethu Joseph,3.0,3.0,1
2020-03-10,English,non-fiction,The Five Dysfunctions of a Team,Patrick Lencioni,4.0,4.0,2
2020-03-08,Malayalam,movie,Big Brother,Mohanlal,4.0,4.0,1
2020-03-07,English,non-fiction,Never Split The Difference,Chris Voss,4.0,4.0,2
2020-02-27,Telugu,movie,Tenali Ramakrishna BABL,"Sudeep Kishan, Hansika Motwani",2.0,2.0,1
2020-02-26,English,movie,Safe House,"Denzel Washington, Ryan Reynolds",3.0,3.0,1
2020-02-25,English,fiction,Amazing Spider-Man Vol 1,Dan Slott,3.0,3.0,1
2020-02-23,English,non-fiction,Deep Work,Cal Newport,3.0,4.0,1
2020-02-23,Telugu,movie,Entha Manchivaadavuraa,"Kalyan Ram, Mehreen Pirzada",3.0,3.0,1
2020-02-19,English,fiction,Kingdom Come,Mark Waid,3.0,3.0,1
2020-02-16,Telugu,movie,iSmart Shankar,Ram Pothineni,2.0,2.0,1
2020-02-14,Hindi,movie,Mission Mangal,"Akshay Kumar, Vidya Balan",3.0,3.0,1
2020-02-14,English,non-fiction,The Great Mental Models,Shane Parrish,3.0,3.0,2
2020-02-10,English,fiction,Flashpoint,Geoff Johns,3.0,3.0,1
2020-02-09,English,movie,The Mechanic,Jason Statham,3.0,3.0,1
2020-02-07,English,movie,17 Again,Mathew Perry,3.0,3.0,1
2020-02-06,English,movie,Yes Man,Jim Carrey,3.0,4.0,1
2020-02-05,English,non-fiction,Leaders Eat Last,Simon Sinek,3.0,3.0,1
2020-02-05,English,fiction,Starsight,Brandon Sanderson,4.0,4.0,1
2020-02-02,Tamil,movie,Pattas,"Dhanush, Sneha",2.0,3.0,1
2020-02-01,English,fiction,Skyward,Brandon Sanderson,4.0,4.0,1
2020-01-29,Tamil,movie,Thambi,"Karthi, Jyothika",3.0,4.0,1
2020-01-27,Telugu,movie,Ala Vaikunthapurramuloo,"Allu Arjun, Murali Sharma",4.0,4.0,2
2020-01-26,Tamil,movie,Sangathamizhan,"Vijay Sethupathi, Rashi Khanna",3.0,3.0,1
2020-01-26,Tamil,movie,Darbar,"Rajnikanth, Nivetha Thomas",3.0,3.0,1
2020-01-22,English,non-fiction,The Culture Code,Dan Coyle,3.0,4.0,1
2020-01-22,English,fiction,The Burning White,Brent Weeks,4.0,4.0,1
2020-01-13,English,fiction,The Blood Mirror,Brent Weeks,3.0,3.0,1
2020-01-09,English,fiction,The Broken Eye,Brent Weeks,3.0,3.0,1
2020-01-04,English,fiction,The Blinding Knife,Brent Weeks,4.0,4.0,1
2020-01-03,English,non-fiction,The Lean Startup,Eric Ries,4.0,4.0,2
2020-01-01,English,movie,The Next Three Days,"Russell Crowe, Elizabeth Banks",3.0,3.0,1
2019-12-31,English,fiction,Batman: The Dark Knight: Master Race,Frank Miller,3.0,4.0,2
2019-12-31,English,fiction,Batman Year One,Frank Miller,4.0,4.0,2
2019-12-30,English,fiction,Captain Marvel Volume 1,Unknown,3.0,3.0,1
2019-12-29,Telugu,movie,C/o Surya,"Sundeep Kishan, Mehreen Pirzada",3.0,3.0,1
2019-12-28,Hindi,movie,CID,Dev Anand,2.0,3.0,1
2019-12-27,Telugu,movie,Subramanyam for Sale,"Sai Dharam Tej, Regina Cassandra",3.0,3.0,1
2019-12-26,Telugu,movie,Saahasam,"Gopichand, Tapsee Pannu",2.0,3.0,1
2019-12-25,Telugu,movie,Sardar Gabbar Singh,"Pawan Kalyan, Kajal Agarwal",2.0,2.0,1
2019-12-24,Telugu,movie,Gopichand Chanakya,"Gopichand, Mehreen Pirzada",2.0,2.0,1
2019-12-20,Tamil,movie,Action,Vishal,3.0,3.0,1
2019-12-19,Tamil,movie,Thimiru Pudichavan,"Vijay Antony, Nivetha Pethuraj",3.0,3.0,2
2019-12-15,English,fiction,The Black Prism,Brent Weeks,3.0,4.0,1
2019-12-11,English,movie,Wanted,"James McAvoy, Angelina Jolie",2.0,3.0,1
2019-12-09,Telugu,movie,Radha,"Sharwanand, Lavanya Tripathi",3.0,3.0,1
2019-12-05,Hindi,movie,Manmarziyaan,"Tapsee Pannu, Abhishek Bachchan",3.0,4.0,1
2019-12-04,Telugu,movie,Neevevaro,"Aadhi, Tapsee Pannu",3.0,3.0,1
2019-12-03,Hindi,movie,Prassthanam,Sanjay Dutt,3.0,3.0,1
2019-12-03,Hindi,movie,Section 375,Akshaye Khanna,4.0,4.0,1
2019-12-01,Tamil,movie,Kaviyyan,Shaam,1.0,1.0,1
2019-12-01,English,non-fiction,How To,Randall Munroe,3.0,3.0,2
2019-11-30,Tamil,movie,Kaithi,"Karthi, Naren",4.0,4.0,1
2019-11-29,English,fiction,Nothing Ventured,Jeffrey Archer,3.0,4.0,1
2019-11-27,Telugu,movie,Sye Raa Narasimha Reddy,Chiranjeevi,3.0,3.0,1
2019-11-24,English,non-fiction,Tribal Leadership,Unknown,3.0,3.0,2
2019-11-22,Hindi,movie,Talvar,Irrfan Khan,3.0,4.0,1
2019-11-20,English,fiction,Ruin and Rising,Leigh Bardugo,3.0,3.0,1
2019-11-17,Tamil,movie,Comali,Jayam Ravi,3.0,3.0,2
2019-11-15,English,fiction,Seige and Storm,Leigh Bardugo,3.0,3.0,1
2019-11-13,English,fiction,Shadow and Bone,Leigh Bardugo,3.0,3.0,1
2019-11-09,English,fiction,Heads You Win,Jeffrey Archer,3.0,3.0,1
2019-11-09,Tamil,movie,Asura,"Dhanush, Vetrimaaran",4.0,5.0,1
2019-11-05,English,fiction,This Was a Man,Jeffrey Archer,3.0,3.0,1
2019-11-04,English,fiction,Cometh the Hour,Jeffrey Archer,3.0,3.0,1
2019-11-02,English,fiction,Mightier than the Sword,Jeffrey Archer,4.0,4.0,1
2019-11-01,English,fiction,Be Careful What You Wish For,Jeffrey Archer,3.0,3.0,1
2019-10-30,Telugu,movie,Balakrishnudu,"Nara Rohit, Regina Cassandra",2.0,2.0,1
2019-10-30,Telugu,movie,Evaru,"Regina Cassandra, Adivi Sesh",3.0,3.0,1
2019-10-30,Tamil,movie,Kaappaan,"Surya, Mohanlal, Arya",3.0,4.0,1
2019-10-29,English,fiction,Best Kept Secret,Jeffrey Archer,3.0,3.0,1
2019-10-29,Hindi,TV series,Family Man S1E2,"Manoj Bajpai, Priyamani",3.0,4.0,1
2019-10-28,Hindi,TV series,Family Man S1E1,"Manoj Bajpai, Priyamani",3.0,4.0,1
2019-10-28,Telugu,movie,Gang Leader,"Nani, Lakshmi, Sharanya",3.0,3.0,1
2019-10-28,English,fiction,Sins of the Father,Jeffrey Archer,4.0,4.0,2
2019-10-26,English,fiction,Only Time Will Tell,Jeffrey Archer,4.0,4.0,2
2019-10-23,Hindi,movie,Shahid,Rajkummar Rao,4.0,4.0,1
2019-10-23,English,fiction,Raavan: Enemy of Aryavarta,Amish Tripathi,3.0,3.0,2
2019-10-21,English,fiction,Sita: Warrior of Mithila,Amish Tripathi,3.0,3.0,2
2019-10-19,English,fiction,Ram: Scion of Ikshvaku,Amish Tripathi,3.0,3.0,2
2019-10-17,Hindi,movie,Black Friday,Anurag Kashyap,3.0,3.0,1
2019-10-12,Telugu,movie,Sammohanan,Unknown,3.0,3.0,2
2019-10-11,English,fiction,Crooked Kingdom,Leigh Bardugo,3.0,4.0,2
2019-10-05,Japanese,movie,Your Name,Unknown,4.0,5.0,1
2019-10-04,English,movie,Spotlight,Michael Keaton,4.0,4.0,1
2019-10-03,English,movie,Aladdin,Will Smith,3.0,3.0,1
2019-09-29,Telugu,movie,Tholi Prema,"Varun Tej, Rashi Khanna",2.0,3.0,1
2019-09-26,English,fiction,Tell Tale,Jeffrey Archer,3.0,3.0,1
2019-09-22,Telugu,movie,Asura,Nara Rohit,2.0,3.0,1
2019-09-22,Telugu,movie,PSV Garuda Vega,Rajashekar,3.0,3.0,1
2019-09-18,Tamil,movie,Kolaigaran,"Vijay Antony, Arjun",3.0,3.0,1
2019-09-16,English,movie,Spider-Man: Far From Home,Unknown,3.0,4.0,1
2019-09-15,English,movie,High Crimes,"Morgan Freeman, Ashley Judd",3.0,3.0,1
2019-09-07,English,fiction,Six of Crows,Leigh Bardugo,3.0,4.0,2
2019-09-04,English,movie,Inside Out,Unknown,4.0,4.0,1
2019-09-03,Hindi,movie,The Accidental Prime Minister,"Anupam Kher, Akshay Khanna",3.0,3.0,1
2019-09-02,Tamil,movie,Boomerang,Atharva,2.0,3.0,1
2019-09-01,Tamil,movie,Kaala,Rajnikanth,2.0,2.0,1
2019-08-31,Tamil,movie,Saaho,Prabhas,2.0,1.0,1
2019-08-30,Telugu,movie,Kavacham,"Bellamkonda Srinivas, Kajal Agarwal, Mehreen Pirzada",2.0,2.0,1
2019-08-27,Telugu,movie,Chal Mohan Ranga,"Nithin, Megha Akash",2.0,3.0,1
2019-08-25,Telugu,movie,Naa Peru Surya Naa Illu India,"Allu Arjun, Arjun Sarja",2.0,3.0,1
2019-08-25,Hindi,movie,Phantom,"Saif Ali Khan, Katrina Kaif",3.0,3.0,1
2019-08-24,Telugu,movie,Patel Sir,Jagapathi Babu,2.0,3.0,1
2019-08-24,Tamil,movie,Kadaram Kondan,Vikram,3.0,3.0,1
2019-08-21,English,movie,3 Days to Kill,Kevin Costner,3.0,3.0,1
2019-08-20,English,movie,The Town,"Ben Affleck, Jeremy Runner",3.0,3.0,1
2019-08-19,English,movie,Stand By Me,"Rob Reiner, Wil Wheaton",3.0,4.0,1
2019-08-19,English,movie,The Mule,Clint Eastwood,3.0,4.0,1
2019-08-18,English,movie,Jumanji: Welcome to the Jungle,Dwayne Johnson,3.0,3.0,1
2019-08-18,English,movie,Shazam,Zachary Levi,2.0,3.0,1
2019-08-15,Hindi,movie,Katti Batti,"Imran Khan, Kangana Ranaut",3.0,3.0,1
2019-08-11,Hindi,movie,Madras Café,John Abraham,3.0,3.0,1
2019-08-11,Hindi,movie,Badla,"Amitabh Bachchan, Tapsee Pannu",4.0,4.0,1
2019-08-11,Malayalam,movie,Grandmaster,"Mohan Lal, Priya Mani",4.0,4.0,1
2019-08-08,English,TV series,Daredevil S3E3,Unknown,3.0,3.0,1
2019-08-05,English,TV series,Daredevil S3E2,Unknown,3.0,3.0,1
2019-08-04,English,TV series,Daredevil S3E1,Unknown,3.0,3.0,1
2019-08-03,Tamil,movie,Super Deluxe,"Vijay Sethupathi, Samantha, Ramya Krishnan",4.0,5.0,1
2019-08-01,English,TV series,Daredevil S2E13,Unknown,3.0,3.0,1
2019-08-01,English,TV series,Daredevil S2E12,Unknown,3.0,3.0,1
2019-07-31,English,TV series,Daredevil S2E11,Unknown,3.0,3.0,1
2019-07-30,English,TV series,Daredevil S2E10,Unknown,3.0,3.0,1
